,val_error,train_error
136,0.416015625,0.7189256549
137,0.4421875,0.5752179027
138,0.352734375,2.2194602934178E-005
139,0.6625,0.5728489161
140,0.47109375,0.5098976493
141,0.36015625,0.2188446224
142,0.39296875,0.8323790431
143,0.546484375,0.6859199405
144,0.449609375,0.0664763451
145,0.33515625,0
146,0.51484375,0.2354933023
147,0.53125,0.521881938
148,0.286328125,0.1348485649
149,0.45390625,0.0024468575
150,0.48515625,0.6758859754
151,0.427734375,0.5160436034
152,0.50703125,0.6264076233
153,0.44296875,0.6801018119
154,0.33125,0.0428040437
155,0.400390625,0.3468506336
156,0.396875,0.3833066523
157,0.489453125,0.6569874883
158,0.668359375,0.8796496391
159,0.446875,0.0021306819
160,0.501953125,0.7440709472
161,0.406640625,0.3603235483
162,0.5578125,0.6721343398
163,0.3671875,0.1138252169
164,0.417578125,0.7911363244
165,0.555078125,0.5993987322
166,0.717578125,0.899266541
167,0.467578125,0.7919883132
168,0.471875,2.2194602934178E-005
169,0.4328125,0.4712868333
170,0.520703125,0.825615108
171,0.3765625,0.4776001871
172,0.415625,0.3200784922
173,0.458984375,0.0726110116
174,0.535546875,0.8872234225
175,0.519140625,0.7642072439
176,0.735546875,0.7498968244
177,0.727734375,0.8936100006
178,0.48828125,0.8517045975
179,0.447265625,0.378080368
180,0.428515625,0.4436599612
181,0.454296875,0.840860486
182,0.400390625,0.5643160939
183,0.355859375,0.3771548271
184,0.676171875,0.8961180449
185,0.381640625,0.6404358149
186,0.421875,0.2859377563
187,0.56171875,0.7372806072
188,0.35390625,0.0794660226
189,0.55859375,0.5392392874
190,0.458203125,0.6949363947
191,0.3828125,0.3440642357
192,0.487109375,0.3367984295
193,0.39140625,0.4738948643
194,0.33828125,0.0837639868
195,0.525390625,0.5209435225
196,0.58515625,0.7873083949
197,0.370703125,0.6251280904
198,0.482421875,0.3740534484
199,0.6390625,0.8042478561
200,0.33359375,0.7249263525
201,0.435546875,0.5578835607
202,0.71484375,0.8795666695
203,0.41953125,0.5696918368
204,0.45078125,0.2452305108
205,0.683984375,0.8984753489
206,0.46171875,0.4744793475
207,0.45625,0.2832467556
208,0.503515625,0.6425777674
209,0.60625,0.3607647121
210,0.28828125,0.0819097683
211,0.6109375,0.8539073467
212,0.52421875,0.7179506421
213,0.39765625,0.8262645602
214,0.409765625,0.4438873827
215,0.420703125,0.134946689
216,0.4265625,0.5746642351
217,0.346875,0.3744763136
218,0.4828125,0.1448392421
219,0.458984375,0.1123518124
220,0.422265625,0.577947855
221,0.587109375,0.8431013823
222,0.41484375,0.5757564306
223,0.558203125,0.5902829766
224,0.4640625,0.8228108287
225,0.528125,0.8761962056
226,0.537890625,0.7409142852
227,0.42734375,0.7321454287
228,0.481640625,0.6743728518
229,0.403515625,0.2004016787
230,0.412109375,0.7353570461
231,0.43828125,0.4854021966
232,0.71328125,0.1798584461
233,0.565625,0.5304502249
234,0.46328125,0.7970346212
235,0.470703125,0.608101368
236,0.362109375,0.6769151688
237,0.7171875,0.8843217492
238,0.45703125,0.4007422328
239,0.6484375,0.8329015374
240,0.42890625,0.1801777333
241,0.4109375,0.7540421486
242,0.416796875,0.2492095679
243,0.553515625,0.155230999
244,0.423046875,0.2525971532
245,0.487890625,0.602966249
246,0.512109375,0.7017968297
247,0.51953125,0.8169981837
248,0.4453125,0.283288002
249,0.368359375,0.7324448824
250,0.685546875,0.8208825588
251,0.448046875,0.3872934878
252,0.40859375,0.0368481018
253,0.40859375,0.1960573941
254,0.41171875,0.0951630548
255,0.449609375,0.1003865823
256,0.431640625,0.000110973
257,0.34609375,0.0001553622
258,0.505078125,0.0931569785
259,0.429296875,0.1289891899
260,0.51484375,0.4529042244
261,0.534765625,0.7084801793
262,0.4609375,0.6307932138
263,0.5578125,0.698346138
264,0.715234375,0.8995600939
265,0.457421875,0.2264990509
266,0.5234375,0.5959286094
267,0.421484375,0.3512350619
268,0.61484375,0.7690865993
269,0.462890625,0.4742900729
270,0.75078125,0.8167991638
271,0.550390625,0.7270956039
272,0.53984375,0.246604234
273,0.522265625,0.8149928451
274,0.5015625,0.1669384688
275,0.3359375,0.5575572252
276,0.603515625,0.8887599111
277,0.3296875,0.6194580197
278,0.3484375,0.0081866933
279,0.63203125,0.1276458353
280,0.615234375,0.8983842134
281,0.316796875,0.2953003645
282,0.61796875,0.6195140481
283,0.4796875,0.5295683146
284,0.72421875,0.7582809329
285,0.309375,0.5002496243
286,0.441796875,0.4599259198
287,0.36953125,0.0005548651
288,0.483203125,0.1611791551
289,0.458203125,0.5082116127
290,0.346484375,0.4677357078
291,0.45625,0.5875421762
292,0.418359375,0.4992586076
293,0.726171875,0.9014443159
294,0.4578125,0.5192146897
295,0.503125,0.6943192482
296,0.365234375,0.122022815
297,0.33125,0.0170536321
298,0.760546875,0.9041770101
299,0.455859375,0.2787661552
300,0.55078125,0.7571607232
301,0.440234375,0.104117617
302,0.530078125,0.8172232509
303,0.579296875,0.6732888222
304,0.440625,0.4751778543
305,0.401171875,0.460727632
306,0.40390625,0.5487467647
307,0.61171875,0.8704968691
308,0.46328125,0.5660110712
309,0.5703125,0.3815890849
310,0.323046875,0.4814091325
311,0.418359375,0.46438393
312,0.43515625,0.3920879066
313,0.655859375,0.8231378198
314,0.553515625,0.8187265396
315,0.3921875,0.0337459221
316,0.50390625,0.5355129242
317,0.480859375,0.3939588964
318,0.312890625,0.2964104712
319,0.5921875,0.8043363094
320,0.46640625,0.7207927108
321,0.457421875,0.7299617529
322,0.4203125,0.1600643694
323,0.444140625,0.7196888328
324,0.4140625,0.0829949677
325,0.707421875,0.8811619878
326,0.38671875,0.4325993061
327,0.431640625,0.354499191
328,0.330859375,0.2484662384
329,0.47734375,0.4910396338
330,0.66015625,0.8525842428
331,0.487890625,0.3278594613
332,0.44765625,0.5280672312
333,0.7046875,0.8413094282
334,0.538671875,0.7384210229
335,0.47265625,0.6672269702
336,0.471484375,0.5091998577
337,0.391015625,0
338,0.50390625,0.1557695121
339,0.3609375,0.316693604
340,0.598046875,0.8746476173
341,0.457421875,0.3989752531
342,0.541796875,0.6297418475
343,0.446484375,0.3413981497
344,0.33125,0.3037623465
345,0.462109375,0.2453239411
346,0.73125,0.9023320675
347,0.725390625,0.9016000628
348,0.326171875,0.2490374744
349,0.448046875,0.1325819939
350,0.481640625,0.7568975091
351,0.362109375,0.1545733362
352,0.44609375,0.495714128
353,0.462109375,0.617955327
354,0.434375,0.1849265993
355,0.4171875,0.0560148954
356,0.37421875,0.5518735051
357,0.709375,0.8997380733
358,0.337109375,0.4950424135
359,0.425390625,0.5776324272
360,0.40703125,0.403119415
361,0.48984375,0.6019752622
362,0.40546875,0.0192785431
363,0.361328125,0.4451813102
364,0.473828125,0.5807338357
365,0.57265625,0.7840671539
366,0.492578125,0.8059066534
367,0.458203125,0.4514904022
368,0.43125,0.8440949917
369,0.481640625,0.3467276096
370,0.565625,0.5774042606
371,0.46171875,0.5763810277
372,0.4453125,0.5869876742
373,0.728125,0.900703311
374,0.48125,0.3704894483
375,0.551953125,0.5325894952
376,0.444921875,0.0705328956
377,0.723046875,0.9002956152
378,0.61171875,0.6604163647
379,0.477734375,0.5539796352
380,0.42890625,0.6494503021
381,0.49140625,0.7046880126
382,0.721484375,0.9023461342
383,0.7203125,0.8994047046
384,0.35546875,0.0903826579
385,0.50078125,0.8329167366
386,0.344921875,0
387,0.416796875,0.4843968153
388,0.624609375,0.8341708779
389,0.4625,0.4430170953
390,0.596875,0.8963340521
391,0.481640625,0.3659286499
392,0.342578125,0.1274550408
393,0.5734375,0.7702550888
394,0.416015625,0.3065619767
395,0.723828125,0.8991143107
396,0.65234375,0.8265585899
397,0.48125,0.3423747122
398,0.44609375,0.5062717199
399,0.400390625,0.5684691668
400,0.430859375,0.1805016994
401,0.498046875,0.5604453087
402,0.598828125,0.8258658648
403,0.2875,0.2127103508
404,0.46484375,0.6049170494
405,0.7,0.8262860179
406,0.484375,0.1865082532
407,0.4015625,0.7529242635
408,0.3171875,0.1130094677
409,0.33359375,0.4177717566
410,0.35390625,0.2298457474
411,0.411328125,0.2791574895
412,0.64140625,0.8031522036
413,0.5625,0.7443844676
414,0.50390625,0.6414493322
415,0.43828125,0.1590204388
416,0.639453125,0.7883573174
417,0.443359375,0.2268202752
418,0.37421875,0.2386056185
419,0.271484375,0.2478669882
420,0.4984375,0.2762519419
421,0.401171875,0.6894570589
422,0.591015625,0.797124207
423,0.3953125,0.4750540555
424,0.71171875,0.9004039168
425,0.439453125,0.5773046017
426,0.344140625,0.0160712302
427,0.51484375,0.4916680753
428,0.56171875,0.8073719144
429,0.475,0.1019230708
430,0.497265625,0.5535314679
431,0.391015625,0.3327668011
432,0.396875,0.5105728507
433,0.565234375,0.8962512016
434,0.56171875,0.5327187777
435,0.55859375,0.7178272009
436,0.4375,0.2508963645
437,0.505078125,0.1944095343
438,0.46484375,0.0373028964
439,0.296875,0.3639887571
440,0.473828125,0.6680455208
441,0.3609375,0.0900053456
442,0.426953125,0.5626121759
443,0.3640625,0.1681369692
444,0.642578125,0.8694210052
445,0.68984375,0.7374514937
446,0.586328125,0.8427298665
447,0.510546875,0.0059064901
448,0.50078125,0.6640983224
449,0.39375,0.7144925594
450,0.34453125,0.7524411082
451,0.580859375,0.7464188933
452,0.51015625,0.653480351
453,0.730078125,0.903239727
454,0.471875,0.7713757753
455,0.41328125,0.1970756054
456,0.384765625,0.0150117278
457,0.597265625,0.8381690383
458,0.355859375,0.5836210847
459,0.390625,0.021106679
460,0.608203125,0.5916295052
461,0.7,0.552447021
462,0.460546875,0.6589402556
463,0.523046875,0.7321691513
464,0.61015625,0.7578931451
465,0.42265625,0.0212869607
466,0.562109375,0.6110314131
467,0.378515625,0.0634060875
468,0.458984375,0.2416373193
469,0.438671875,0.7734145522
470,0.327734375,0.1843826324
471,0.387109375,0.0483024605
472,0.4421875,0.5678501129
473,0.6984375,0.9001569748
474,0.433203125,0.1987791508
475,0.40078125,0
476,0.303125,0.6438650489
477,0.43046875,0.179955408
478,0.45,0.2605358362
479,0.53671875,0.6551566124
480,0.30078125,0.1270469725
481,0.55625,0.7510482073
482,0.35546875,0.44499439
483,0.623828125,0.8861023784
484,0.529296875,0.8103599548
485,0.4234375,0.4025092721
486,0.588671875,0.8158479333
487,0.440234375,0.413734287
488,0.428515625,0.5184378624
489,0.455078125,0.6356775761
490,0.520703125,0.0029102184
491,0.447265625,0.2439186871
492,0.44921875,0.3649080992
493,0.548046875,0.8623658419
494,0.362109375,0.2580399215
495,0.502734375,0.6615872383
496,0.444921875,0.5067946911
497,0.73046875,0.9000713229
498,0.442578125,0.0194307901
499,0.417578125,0.4649165869
500,0.645703125,0.7049188614
501,0.29921875,0.2741193175
502,0.3609375,0.3763262331
503,0.468359375,0.348849684
504,0.609375,0.8806837797
505,0.68515625,0.8520204425
506,0.401953125,0.6052970886
507,0.695703125,0.8276180029
508,0.558203125,0.8456895351
509,0.350390625,0.5291399956
510,0.457421875,0.0023748225
511,0.42890625,0.034106873
512,0.399609375,0.1861391366
513,0.70859375,0.8998739123
514,0.4546875,0.3032012582
515,0.373046875,0.2723550498
516,0.396875,0.0982668027
517,0.311328125,0.4465534687
518,0.305859375,0.1080550104
519,0.33671875,0.3621734679
520,0.334765625,0.0013094816
521,0.452734375,0.3660676479
522,0.476171875,0.7129603624
523,0.450390625,0.0360463709
524,0.38046875,0.0219609756
525,0.604296875,0.5580291748
526,0.429296875,0.375171721
527,0.591015625,0.7883012891
528,0.562109375,0.8662385941
529,0.4921875,0.4936297834
530,0.425390625,0.4750404358
531,0.5140625,0.0138490433
532,0.45703125,0.8296937943
533,0.556640625,0.7508434057
534,0.386328125,0.489068985
535,0.47734375,0.0873700306
536,0.361328125,0.5085056424
537,0.53828125,0.8878421187
538,0.41015625,0.5460693836
539,0.703515625,0.7663796544
540,0.594140625,0.5315214396
541,0.375,0.8107641339
542,0.64140625,0.8558967113
543,0.4234375,0.4653522968
544,0.6859375,0.8521820903
545,0.355859375,0.4516029358
546,0.43984375,0.0673812628
547,0.414453125,0.3525784016
548,0.436328125,0.2987518311
549,0.45703125,0.0202994943
550,0.71796875,0.5045833588
551,0.41796875,0.272521317
552,0.36875,0.1394872367
553,0.436328125,0.5187345743
554,0.536328125,0.6672441363
555,0.4109375,0.2870311141
556,0.66015625,0.8512296081
557,0.467578125,0.4853519797
558,0.395703125,0.0118460767
559,0.4109375,0.7660463452
560,0.350390625,0.1086772382
561,0.566796875,0.5266522169
562,0.517578125,0.0822485313
563,0.469921875,0.6210902333
564,0.408203125,0.0239915885
565,0.398046875,0.8613114357
566,0.712109375,0.6962980628
567,0.403515625,0.2462495118
568,0.4453125,0.4750295281
569,0.41796875,0.762611568
570,0.516796875,0.0279200338
571,0.41484375,0.2323642522
572,0.46484375,0.7629666924
573,0.484765625,0.4565161169
574,0.45390625,0.426885128
575,0.402734375,0.5857517719
576,0.462890625,0.3908571005
577,0.56171875,0.7395884395
578,0.47578125,0.6798078418
579,0.46484375,0.4285049438
580,0.457421875,0.2662040293
581,0.559375,0.8866164088
582,0.28046875,0.2450704575
583,0.39453125,0.015316613
584,0.496484375,0.33327806
585,0.51484375,0.6869077682
586,0.515234375,0.5805310011
587,0.3328125,0.1986370087
588,0.4421875,0.4994420409
589,0.340625,0.8697594404
590,0.634765625,0.1701757461
591,0.388671875,0.4048396945
592,0.5671875,0.5650897622
593,0.423046875,0.8006854653
594,0.548828125,0.1606955528
595,0.401171875,0.570422709
596,0.562890625,0.7946847677
597,0.4546875,0.8212458491
598,0.4171875,0.0978532732
599,0.353515625,0.3549948931
600,0.510546875,0.7169748545
601,0.415625,0.0905099809
602,0.403515625,0.6350564957
603,0.57265625,0.6328207254
604,0.440625,0.3372586668
605,0.60546875,0.7988168597
606,0.5671875,0.1162128896
607,0.523046875,0.6719766259
608,0.534765625,0.5161709189
609,0.44765625,0.1684983224
610,0.417578125,0.6076103449
611,0.395703125,0.3272165954
612,0.46171875,0.5410596132
613,0.29765625,0.2516700625
614,0.366015625,0.4443620443
615,0.322265625,0.4598535001
616,0.444140625,0.4750205576
617,0.426953125,0.0048076622
618,0.470703125,0.5701236725
619,0.518359375,0.6420922279
620,0.435546875,0.4232125282
621,0.394921875,0.0132470625
622,0.472265625,0.6032438278
623,0.418359375,0.0634387955
624,0.565625,0.301218152
625,0.35546875,0.5639711022
626,0.4671875,0.1783184558
627,0.559375,0.7649922967
628,0.505859375,0.3735257983
629,0.35390625,0.4701961875
630,0.56484375,0.7656475902
631,0.573046875,0.8892847896
632,0.591796875,0.724059999
633,0.685546875,0.8780017495
634,0.385546875,0.1893596649
635,0.351171875,0.1886638552
636,0.63515625,0.7834188342
637,0.382421875,0.1474823505
638,0.397265625,0.689933598
639,0.52578125,0.5204688907
640,0.50546875,0.8127507567
641,0.31875,0.0375162773
642,0.35703125,0.3622264266
643,0.45390625,0.3175592124
644,0.428515625,0.0064473376
645,0.555078125,0.7692424059
646,0.4375,0.0600352287
647,0.432421875,0.521247685
648,0.436328125,0.3200033605
649,0.43671875,0.5778049231
650,0.4796875,0.0833080262
651,0.377734375,0.4507984817
652,0.373046875,0.0027353875
653,0.724609375,0.8998626471
654,0.659375,0.8380576968
655,0.40390625,0.3527676165
656,0.45234375,0.2873737812
657,0.657421875,0.8608959913
658,0.43359375,0.4724931121
659,0.459375,0.402081728
660,0.2859375,0.1851878613
661,0.51171875,0.759734869
662,0.47890625,0.3508366942
663,0.378125,0.4144059718
664,0.729296875,0.8988475204
665,0.394140625,0.2574519217
666,0.39765625,0.0245269835
667,0.4109375,0.2465096265
668,0.636328125,0.7642427087
669,0.518359375,0.0292766299
670,0.37109375,0.2801640332
671,0.3890625,0.0642159954
672,0.463671875,0.6741466522
673,0.45703125,0.3753220141
674,0.512109375,0.2326889932
675,0.421875,0.1069729254
676,0.455859375,0.1364578754
677,0.39921875,0.8320737481
678,0.442578125,0.395179987
679,0.4546875,0.232683152
680,0.353125,0.0402567275
681,0.463671875,0.3248219192
682,0.381640625,0.0675311685
683,0.68671875,0.6340273619
684,0.437109375,0.5784003139
685,0.380078125,0.8785538673
686,0.369140625,0.0982255191
687,0.400390625,0.3026390076
688,0.425,0.2363923788
689,0.3359375,0.0659553558
690,0.4734375,0.6928956509
691,0.6546875,0.8011465073
692,0.329296875,0.356346041
693,0.61015625,0.7497282028
694,0.63125,0.8439006805
695,0.41796875,0.189598754
696,0.426171875,0.4625499249
697,0.564453125,0.7524994016
698,0.40625,0.1175761074
699,0.38671875,0.3855334818
700,0.48125,0.4831433892
701,0.715625,0.8677283525
702,0.45703125,0.0611387342
703,0.459765625,0.5725502968
704,0.33359375,0.6985630989
705,0.455859375,0.3816440105
706,0.39765625,0.6407274008
707,0.408984375,0.4469260871
708,0.43046875,0.7974618077
709,0.527734375,0.7104862332
710,0.36640625,0.7219211459
711,0.55703125,0.7480573654
712,0.4609375,0.3119490445
713,0.433984375,0.473983258
714,0.653125,0.8692208529
715,0.428515625,0.6294283867
716,0.478125,0.0673508868
717,0.548046875,0.5478562713
718,0.726953125,0.8996438384
719,0.451953125,0.095636934
720,0.6046875,0.6806656718
721,0.487890625,0.7177271247
722,0.32265625,0.0002024771
723,0.721875,0.8865271807
724,0.28671875,0.1226088256
725,0.72421875,0.9002232552
726,0.623046875,0.7996843457
727,0.4203125,0.0837519169
728,0.515234375,0.7235280871
729,0.41015625,0.2885313928
730,0.35390625,0.0036453663
731,0.366015625,0.1190798879
732,0.7140625,0.7572600245
733,0.497265625,0.0343954042
734,0.441015625,0.0037563394
735,0.54921875,0.708774507
736,0.418359375,0.0436661281
737,0.4171875,0.0145619959
738,0.55859375,0.7447702289
739,0.265625,0.1193127334
740,0.55234375,0.6652882695
741,0.56171875,0.5291711092
742,0.46015625,0.614471972
743,0.455859375,0.4623953402
744,0.369140625,0.0154719753
745,0.43515625,0.2076180428
746,0.423828125,0.0212842356
747,0.433984375,0.0701855645
748,0.4921875,0.0492066033
749,0.615625,0.5807108879
750,0.680078125,0.4984327853
751,0.46484375,0.615196228
752,0.36328125,0
753,0.446484375,0.5475591421
754,0.401953125,0.4095309079
755,0.47265625,0.0395500064
756,0.6546875,0.8939234614
757,0.442578125,0.0039615417
758,0.336328125,0.0818879604
759,0.48828125,0.2820591331
760,0.412109375,0.8363822103
761,0.5578125,0.6152203679
762,0.68125,0.8166106939
763,0.469140625,0.454546243
764,0.403515625,0.0222245846
765,0.717578125,0.8994939327
766,0.55859375,0.7053896785
767,0.419140625,0.165801093
768,0.34296875,0.501689136
769,0.5421875,0.5545663834
770,0.379296875,0.5525108576
771,0.59765625,0.8172068596
772,0.728125,0.9007005692
773,0.36953125,0.3747336864
774,0.429296875,0.1852704287
775,0.7015625,0.9013309479
776,0.561328125,0.1334888488
777,0.41484375,0.2205399871
778,0.35234375,0.039255634
779,0.63828125,0.7788856626
780,0.449609375,0.7334381938
781,0.465234375,0.530880928
782,0.41015625,0.504832983
783,0.437890625,0.451380223
784,0.36015625,0.3413681984
785,0.45546875,0.0109360991
786,0.39765625,0.3083764911
787,0.409765625,0.5605788231
788,0.390625,0.1341858357
789,0.6140625,0.7673530579
790,0.350390625,0.6867263317
791,0.298046875,0.2636321783
792,0.483984375,0.6109045148
793,0.426953125,0.4050787687
794,0.4,0.2561447918
795,0.4390625,0.1370512843
796,0.43359375,0.6537163258
797,0.486328125,0.6605740786
798,0.41640625,0.1328627318
799,0.468359375,0.5899360776
800,0.356640625,0.6786350012
801,0.332421875,0.1717959642
802,0.64609375,0.8879616857
803,0.428515625,0.6557776928
804,0.41484375,0.0184736978
805,0.41640625,0.5971687436
806,0.495703125,0.605011642
807,0.371484375,0.0002441406
808,0.440625,0.0886573195
809,0.44296875,0.4160818458
810,0.48671875,0.5026388168
811,0.351171875,0
812,0.4265625,0.0128643028
813,0.36015625,0.4084126353
814,0.48359375,0.3513658941
815,0.633203125,0.8604018092
816,0.438671875,0.0085558249
817,0.53359375,0.6124141216
818,0.44921875,0.0407816097
819,0.37734375,0.3461980224
820,0.621484375,0.5683831573
821,0.464453125,0.0507687889
822,0.55390625,0.8371068239
823,0.384375,0.3588209152
824,0.73203125,0.8996632695
825,0.375,0.1090144366
826,0.4125,0.0122288372
827,0.386328125,0.2803528905
828,0.646875,0.8263790011
829,0.42890625,0.2685406804
830,0.437109375,0.6017490625
831,0.461328125,0.6816729903
832,0.465234375,0.7257031798
833,0.64453125,0.777589798
834,0.373828125,0.3779242337
835,0.420703125,0.3647410274
836,0.394140625,0.0288331248
837,0.361328125,0.1319519728
838,0.5453125,0.6453769803
839,0.434375,0.6465969086
840,0.558203125,0.3575936258
841,0.621875,0.8407931328
842,0.45703125,0
843,0.718359375,0.9006227255
844,0.483203125,0.3424572647
845,0.427734375,0.7733923793
846,0.340234375,0.2349018455
847,0.43203125,0.2189754695
848,0.722265625,0.9009007812
849,0.721484375,0.90190804
850,0.699609375,0.8184547424
851,0.680859375,0.8355750442
852,0.401171875,0.3482418954
853,0.3890625,0.6465665698
854,0.718359375,0.900598228
855,0.37734375,0.7686345577
856,0.643359375,0.7797843814
857,0.403515625,0.3358689845
858,0.438671875,0.1876619756
859,0.42109375,0.5281338096
860,0.350390625,0
861,0.3875,0.0154583454
862,0.433984375,0.3820349276
863,0.43828125,0.2321859151
864,0.307421875,0.0753572956
865,0.407421875,0.8709275126
866,0.3484375,0.1566179693
867,0.519140625,0.2742824554
868,0.43984375,0.0410701409
869,0.309375,0.2499053925
870,0.495703125,0
871,0.72890625,0.8992248178
872,0.722265625,0.8992801309
873,0.30625,0.4662922621
874,0.34609375,0.1195093766
875,0.468359375,0.0713015273
876,0.516796875,0
877,0.412109375,0.7651702166
878,0.52109375,0.8440362215
879,0.45234375,0.4688091874
880,0.496484375,0.5227206349
881,0.3828125,0.3381355703
882,0.393359375,0.0219609756
883,0.433984375,0.4585829377
884,0.36640625,0.0281256232
885,0.71875,0.6840692163
886,0.429296875,0.0028214403
887,0.45625,0.5049517751
888,0.408203125,0.7562888861
889,0.380078125,0.6416292191
890,0.417578125,0.2907488942
891,0.724609375,0.8987731338
892,0.576953125,0.7131273746
893,0.436328125,0.1224250421
894,0.462109375,0.6597673297
895,0.446875,0.3785429597
896,0.36953125,0.6256464124
897,0.546875,0.8434038162
898,0.360546875,0.0682885125
899,0.46015625,0.600928247
900,0.407421875,0.0347921811
901,0.365625,0.500397563
902,0.653125,0.8383567333
903,0.378515625,0.7039555907
904,0.360546875,0.2478747815
905,0.398828125,0
906,0.387109375,0.0022665751
907,0.4671875,0.5558571815
908,0.399609375,0.3631955981
909,0.328515625,0.0134078767
910,0.384375,0.3324844837
911,0.486328125,0.7619540095
912,0.473828125,0.6161801815
913,0.378515625,0.553809464
914,0.419140625,0.3947555423
915,0.719140625,0.0088139828
916,0.616796875,0.8349839449
917,0.423828125,0.5189039707
918,0.45859375,0.5730510354
919,0.4421875,0.8978343606
920,0.341015625,0.3701841831
921,0.36796875,0.2664477825
922,0.438671875,0.8560516238
923,0.68125,0.8495631218
924,0.54921875,0.6206553578
925,0.558203125,0.6564774513
926,0.415625,0.5462223887
927,0.582421875,0.6749865413
928,0.651171875,0.8856698275
929,0.3140625,0.0159493536
930,0.3875,0.3315215707
931,0.71015625,0.9002227783
932,0.481640625,0.5342427492
933,0.45078125,0.2131106257
934,0.391015625,0.3733825386
935,0.725,0.8994693756
936,0.40546875,0.4749617577
937,0.403125,0.1552481353
